review_id,contract_address,exact_bytecode_hash,bytecode_family_id,represented_contract_count,verified_project_name,coverage_status,llm_label,llm_confidence,llm_explanation,evidence_summary,decision,final_label,final_confidence,comment,llm_risk_categories,llm_uncertainties,represented_addresses,bytecode_length,first_observed_block,authorization_frequency,evidence_path,explorer_link,diagnostic_reasons
V2-0506,0x3940c77f7d5a6dc927513e5b43b436bfc98aca1c,c394f6456e3108b263745e322a3182d8b01f974d7f112ee3132fa234495e2658,FAM00130,1,,COMPLETE,R2,medium,0x3940c77f7d5a6dc927513e5b43b436bfc98aca1c: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=4938B meta=53B; reachable={'CALL': 3, 'SSTORE': 1}; unguarded={'CALL': 1}; guards=7; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x3940c77f7d5a6dc927513e5b43b436bfc98aca1c,4991,25670152,3,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3940c77f7d5a6dc927513e5b43b436bfc98aca1c.json,https://etherscan.io/address/0x3940c77f7d5a6dc927513e5b43b436bfc98aca1c,
V2-0507,0x29a48c8c8746be8171b87b70ad8376274d74c0d9,c39c094ad84a8cf8a776acef4b8f9718e4ce5672bae14367f01f3cb0d5c67ee4,FAM00105,1,,PARTIAL,U,medium,"0x29a48c8c8746be8171b87b70ad8376274d74c0d9: no reachable capability found, but coverage is PARTIAL, so absence cannot be concluded from this evidence.",exec=3222B meta=53B; reachable=none; unguarded=none; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CALLx1,,,,,incomplete_control_flow_coverage,capabilities present in executable code were never reached by the traversal: CALLx1,0x29a48c8c8746be8171b87b70ad8376274d74c0d9,3275,25625879,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x29a48c8c8746be8171b87b70ad8376274d74c0d9.json,https://etherscan.io/address/0x29a48c8c8746be8171b87b70ad8376274d74c0d9,u_case; analyzer_disagreement_present_but_unreached; label_changed_v1_B_to_v2_U
V2-0508,0x36d3cbd83961868398d056efbf50f5ce15528c0d,c3e88f38a107ef9feb5a0c9802b061df9b480284d52263de565018b726b266ed,FAM00127,1,,PARTIAL,R2,low,"0x36d3cbd83961868398d056efbf50f5ce15528c0d: reachable sensitive capability whose exploitability is conditional (unguarded_capability_under_incomplete_coverage, unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation, unresolved_proxy_target).","exec=23615B meta=0B; reachable={'CALL': 5, 'SSTORE': 29, 'DELEGATECALL': 1}; unguarded={'CALL': 4, 'SSTORE': 3}; guards=64; ecrecover=True; unresolved_jumps=1; coverage=PARTIAL; coverage_reasons=1 dynamic JUMP target(s) could not be resolved; capabilities present in executable code were never reached by the traversal: CALLCODEx1",,,,,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation; unresolved_proxy_target,"Control-flow coverage is PARTIAL, so an unexplored region may contain the guard that dominates these sites. Not escalated to R1 for that reason. | Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | A reachable DELEGATECALL has a non-constant target: the code actually executed in the EOA's context depends on runtime state and may be upgradeable. | Coverage is PARTIAL: 1 dynamic JUMP target(s) could not be resolved; capabilities present in executable code were never reached by the traversal: CALLCODEx1; a reachable DELEGATECALL has an unresolved (non-constant) target | No verified source on Sourcify to corroborate the bytecode evidence.",0x36d3cbd83961868398d056efbf50f5ce15528c0d,23615,25601816,10,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x36d3cbd83961868398d056efbf50f5ce15528c0d.json,https://etherscan.io/address/0x36d3cbd83961868398d056efbf50f5ce15528c0d,low_confidence; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0509,0x935e74d8a0d442c390b0142bd857c5ad49b95093,c4455b4fa29f353d7c0db5fc4670f2997ba49ad5098e2a0d5325d272c26341eb,FAM00289,1,,COMPLETE,R2,medium,0x935e74d8a0d442c390b0142bd857c5ad49b95093: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=567B meta=53B; reachable={'SSTORE': 1}; unguarded=none; guards=3; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x935e74d8a0d442c390b0142bd857c5ad49b95093,620,25613484,76,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x935e74d8a0d442c390b0142bd857c5ad49b95093.json,https://etherscan.io/address/0x935e74d8a0d442c390b0142bd857c5ad49b95093,label_changed_v1_B_to_v2_R2
V2-0510,0xce2bd31094a8e8c6f5957793e9a7f3fe21c0b95f,c49cb4c9e6dce63e41a03b8deb46dfbffe8631d1a6d808c2adfc1142a68c9344,FAM00016,1,,PARTIAL,R2,low,0xce2bd31094a8e8c6f5957793e9a7f3fe21c0b95f: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CALLCODEx1, CREATE2x2, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CALLCODEx1, CREATE2x2, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xce2bd31094a8e8c6f5957793e9a7f3fe21c0b95f,13527,25606230,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xce2bd31094a8e8c6f5957793e9a7f3fe21c0b95f.json,https://etherscan.io/address/0xce2bd31094a8e8c6f5957793e9a7f3fe21c0b95f,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0511,0x431296107a9e4e184fd73bd6f852578d791f9d71,c4a428677b1f665e1162b1372c8623747419e279645d49681df5b4df6406952a,FAM00152,1,,COMPLETE,R2,medium,0x431296107a9e4e184fd73bd6f852578d791f9d71: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=6642B meta=53B; reachable={'CALL': 8}; unguarded=none; guards=9; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x431296107a9e4e184fd73bd6f852578d791f9d71,6695,25602108,7,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x431296107a9e4e184fd73bd6f852578d791f9d71.json,https://etherscan.io/address/0x431296107a9e4e184fd73bd6f852578d791f9d71,label_changed_v1_B_to_v2_R2
V2-0512,0xad9cca330a131cd3bf3886db21d734ec60ab3076,c4bb95600d576f19c8ea5209d7ff8eff40bb232f9aeb697a7f890c97e88c5541,FAM00061,2,,COMPLETE,R2,medium,0xad9cca330a131cd3bf3886db21d734ec60ab3076: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=1901B meta=53B; reachable={'SSTORE': 1, 'CALL': 1}; unguarded=none; guards=3; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x157c9856e7b3c75375dd8bfcc7ee78546a25a37d;0xad9cca330a131cd3bf3886db21d734ec60ab3076,1954,25595140,211,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xad9cca330a131cd3bf3886db21d734ec60ab3076.json,https://etherscan.io/address/0xad9cca330a131cd3bf3886db21d734ec60ab3076,label_changed_v1_B_to_v2_R2
V2-0513,0x3f899cbe20efc5ab590c7b9aedf878e055ed0550,c4d508ae29d5c45eb3c05985080708ba6651b00d0055bc06cc6d5fb3b1c8bcf6,FAM00146,1,,PARTIAL,R2,low,"0x3f899cbe20efc5ab590c7b9aedf878e055ed0550: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability, unresolved_proxy_target).","exec=1368B meta=0B; reachable={'CALL': 7, 'DELEGATECALL': 2}; unguarded=none; guards=6; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=a reachable DELEGATECALL has an unresolved (non-constant) target",,,,,guard_dominated_sensitive_capability; unresolved_proxy_target,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | A reachable DELEGATECALL has a non-constant target: the code actually executed in the EOA's context depends on runtime state and may be upgradeable. | Coverage is PARTIAL: a reachable DELEGATECALL has an unresolved (non-constant) target | No verified source on Sourcify to corroborate the bytecode evidence.",0x3f899cbe20efc5ab590c7b9aedf878e055ed0550,1368,25679747,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3f899cbe20efc5ab590c7b9aedf878e055ed0550.json,https://etherscan.io/address/0x3f899cbe20efc5ab590c7b9aedf878e055ed0550,low_confidence; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0514,0x840c0aa3e04af730edb108482e44f21de09ceac9,c5505b8c7481146204379261e562813376a26600ac5a2093a8b70a04846ddd99,FAM00267,1,,COMPLETE,R2,medium,0x840c0aa3e04af730edb108482e44f21de09ceac9: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=2357B meta=53B; reachable={'CALL': 2}; unguarded={'CALL': 1}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x840c0aa3e04af730edb108482e44f21de09ceac9,2410,25597464,74,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x840c0aa3e04af730edb108482e44f21de09ceac9.json,https://etherscan.io/address/0x840c0aa3e04af730edb108482e44f21de09ceac9,
V2-0515,0x0f9201926c0444f1a90dbc3ecc6b03f086ebfb67,c59a0f21d3080c596a095a39b9f7d10ae304f5250b9e5070dca2cabb9544aa40,FAM00051,1,,PARTIAL,R2,low,0x0f9201926c0444f1a90dbc3ecc6b03f086ebfb67: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=9729B meta=0B; reachable={'CALL': 15, 'SSTORE': 2}; unguarded=none; guards=15; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x0f9201926c0444f1a90dbc3ecc6b03f086ebfb67,9729,25655371,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0f9201926c0444f1a90dbc3ecc6b03f086ebfb67.json,https://etherscan.io/address/0x0f9201926c0444f1a90dbc3ecc6b03f086ebfb67,low_confidence; no_recognizable_solidity_metadata
V2-0516,0x5d3890bda70b7d899cc40a5c35d21cbf71f6cb49,c5d97c555c87a973c8e901c5e2c4cced54be0e8f39d6ccfa151de393d81504a5,FAM00016,1,,PARTIAL,R2,low,0x5d3890bda70b7d899cc40a5c35d21cbf71f6cb49: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x5d3890bda70b7d899cc40a5c35d21cbf71f6cb49,13527,25613257,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x5d3890bda70b7d899cc40a5c35d21cbf71f6cb49.json,https://etherscan.io/address/0x5d3890bda70b7d899cc40a5c35d21cbf71f6cb49,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0517,0xde8963c842a220e365f056817fb816e750a3f66e,c5dbfcc6b2db84e6f0ffe1767f69211202af6098851383ca38a8c4d74f59636a,FAM00395,1,,PARTIAL,R2,low,"0xde8963c842a220e365f056817fb816e750a3f66e: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation).","exec=14207B meta=0B; reachable={'CALL': 23, 'SSTORE': 10}; unguarded={'CALL': 20, 'SSTORE': 2}; guards=24; ecrecover=True; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx2",,,,,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx2; metadata trailer not separable (executable_fallthrough_into_metadata_possible); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xde8963c842a220e365f056817fb816e750a3f66e,14207,25623149,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xde8963c842a220e365f056817fb816e750a3f66e.json,https://etherscan.io/address/0xde8963c842a220e365f056817fb816e750a3f66e,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0518,0xd224b62ed5acc62fe4e57e92a25d18806d36d471,c644903690c5330d9ae5342b8428c5bd538bdf8bf47d961a43d91185ddb09aeb,FAM00287,1,,COMPLETE,R2,medium,0xd224b62ed5acc62fe4e57e92a25d18806d36d471: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=2087B meta=53B; reachable={'CALL': 4}; unguarded={'CALL': 1}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0xd224b62ed5acc62fe4e57e92a25d18806d36d471,2140,25676218,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xd224b62ed5acc62fe4e57e92a25d18806d36d471.json,https://etherscan.io/address/0xd224b62ed5acc62fe4e57e92a25d18806d36d471,
V2-0519,0x114d1acf57133235acfb46d4d802c3edbedc36d0,c67d065b077a660bc0b97fc0999330703c97890ad7ed9e61d67dcf836b0c7488,FAM00053,1,,COMPLETE,R2,medium,0x114d1acf57133235acfb46d4d802c3edbedc36d0: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=3887B meta=53B; reachable={'SSTORE': 1, 'CALL': 1}; unguarded=none; guards=2; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x114d1acf57133235acfb46d4d802c3edbedc36d0,3940,25671343,3,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x114d1acf57133235acfb46d4d802c3edbedc36d0.json,https://etherscan.io/address/0x114d1acf57133235acfb46d4d802c3edbedc36d0,label_changed_v1_B_to_v2_R2
V2-0520,0xaf07f9fcafc0b001fcbde1393f60d5b666b737d3,c6b7a2f115348b4d4313b690d01e5fb727b0eda9e1da686ff77206ab63b1c9ad,FAM00016,1,,PARTIAL,R2,low,0xaf07f9fcafc0b001fcbde1393f60d5b666b737d3: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, DELEGATECALLx1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, DELEGATECALLx1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xaf07f9fcafc0b001fcbde1393f60d5b666b737d3,13527,25617993,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xaf07f9fcafc0b001fcbde1393f60d5b666b737d3.json,https://etherscan.io/address/0xaf07f9fcafc0b001fcbde1393f60d5b666b737d3,low_confidence; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0521,0xbd06a46b6d7c058a0228170348d53c85b951c69f,c6ce4ef1d97ef0fd61802d6a6df4f52f9d7ec08622053993444f306e23b4c126,FAM00057,1,,COMPLETE,R2,medium,0xbd06a46b6d7c058a0228170348d53c85b951c69f: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=2091B meta=53B; reachable={'CALL': 3}; unguarded=none; guards=3; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xbd06a46b6d7c058a0228170348d53c85b951c69f,2144,25598707,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xbd06a46b6d7c058a0228170348d53c85b951c69f.json,https://etherscan.io/address/0xbd06a46b6d7c058a0228170348d53c85b951c69f,
V2-0522,0x723110be6fd6722baa51af8f2a28f825a574d6d1,c6d460edbf02a1faf898da4f0bbc9331a01de5947e40f3d92e0c00660a9a027d,FAM00238,1,,PARTIAL,U,medium,"0x723110be6fd6722baa51af8f2a28f825a574d6d1: no reachable capability found, but coverage is PARTIAL, so absence cannot be concluded from this evidence.","exec=1624B meta=53B; reachable=none; unguarded=none; guards=0; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CALLx1, SSTOREx1",,,,,incomplete_control_flow_coverage,"capabilities present in executable code were never reached by the traversal: CALLx1, SSTOREx1",0x723110be6fd6722baa51af8f2a28f825a574d6d1,1677,25654470,34,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x723110be6fd6722baa51af8f2a28f825a574d6d1.json,https://etherscan.io/address/0x723110be6fd6722baa51af8f2a28f825a574d6d1,u_case; analyzer_disagreement_present_but_unreached; label_changed_v1_B_to_v2_U
V2-0523,0x557f37550196a3022aec6c2b1b4951900ea3e3c2,c7ae5b57be5feaa33668653e5e509ce3c0aaa1ae8972f8b085479aa619b9e3eb,FAM00192,1,,COMPLETE,R2,medium,0x557f37550196a3022aec6c2b1b4951900ea3e3c2: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=2614B meta=53B; reachable={'CALL': 2}; unguarded={'CALL': 1}; guards=5; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x557f37550196a3022aec6c2b1b4951900ea3e3c2,2667,25674198,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x557f37550196a3022aec6c2b1b4951900ea3e3c2.json,https://etherscan.io/address/0x557f37550196a3022aec6c2b1b4951900ea3e3c2,label_changed_v1_B_to_v2_R2
V2-0524,0x4f577087064ea4b5cf294d44cfd56275d9d1ed18,c86cfab4dcff2822fad92a55a3f91cfe3542845ca5e144b1f679f89eb2db128f,FAM00179,1,,COMPLETE,R2,medium,0x4f577087064ea4b5cf294d44cfd56275d9d1ed18: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=4291B meta=53B; reachable={'CALL': 1}; unguarded=none; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x4f577087064ea4b5cf294d44cfd56275d9d1ed18,4344,25595188,163,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x4f577087064ea4b5cf294d44cfd56275d9d1ed18.json,https://etherscan.io/address/0x4f577087064ea4b5cf294d44cfd56275d9d1ed18,label_changed_v1_B_to_v2_R2
V2-0525,0x584b6fa20e9b83da06e02770b9394f3318ee1ab9,c88500d00782ef71fb99fbb7acc97007148c265c12eb5870065dc554faf8cbb3,FAM00016,1,,PARTIAL,R2,low,0x584b6fa20e9b83da06e02770b9394f3318ee1ab9: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x584b6fa20e9b83da06e02770b9394f3318ee1ab9,13527,25616633,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x584b6fa20e9b83da06e02770b9394f3318ee1ab9.json,https://etherscan.io/address/0x584b6fa20e9b83da06e02770b9394f3318ee1ab9,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0526,0x0a134aafaa7834fcc1d8b0ef1f3addf48f0005aa,c89ac525fa0d7b15f08688d33a40de690d23e04b94e9cf732848b8160d9f3e8b,FAM00035,1,,COMPLETE,R2,medium,0x0a134aafaa7834fcc1d8b0ef1f3addf48f0005aa: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=5933B meta=53B; reachable={'CALL': 12, 'SSTORE': 3}; unguarded=none; guards=11; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x0a134aafaa7834fcc1d8b0ef1f3addf48f0005aa,5986,25659487,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0a134aafaa7834fcc1d8b0ef1f3addf48f0005aa.json,https://etherscan.io/address/0x0a134aafaa7834fcc1d8b0ef1f3addf48f0005aa,
V2-0527,0x068e4fec0c3e7f83f646ec3d9b8028521180464a,c8ce6eabc5dc0beb7e2af77696a51e94d94b4645ca47fd918ff117833664e094,FAM00016,1,,PARTIAL,R2,low,0x068e4fec0c3e7f83f646ec3d9b8028521180464a: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x068e4fec0c3e7f83f646ec3d9b8028521180464a,13527,25617066,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x068e4fec0c3e7f83f646ec3d9b8028521180464a.json,https://etherscan.io/address/0x068e4fec0c3e7f83f646ec3d9b8028521180464a,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
