chain,address,proposed_label,confidence,risk_categories,coverage_status,review_path,v1_label,v1_confidence
ethereum,0xc4bfc6712347f63ffd05a8e2d26f148e6f63e082,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc4bfc6712347f63ffd05a8e2d26f148e6f63e082.json,B,medium
ethereum,0xc4cfb94a60478e46e68fc01a849649aa11f659e4,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc4cfb94a60478e46e68fc01a849649aa11f659e4.json,R2,low
ethereum,0xc4e7dcd01279aea7caebb288e92dfa5af9773985,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc4e7dcd01279aea7caebb288e92dfa5af9773985.json,R2,low
ethereum,0xc56882c2fd9b15510a92331e74d6e53b083988b5,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc56882c2fd9b15510a92331e74d6e53b083988b5.json,R1,low
ethereum,0xc5f0a46e35838a16aaade31118440c900ffa5821,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc5f0a46e35838a16aaade31118440c900ffa5821.json,B,medium
ethereum,0xc6b5f42d15f07099263f876e3832ed2c4a62a56b,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc6b5f42d15f07099263f876e3832ed2c4a62a56b.json,R2,low
ethereum,0xc703b7116caf748cb44b8766acdb604aaac62a14,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc703b7116caf748cb44b8766acdb604aaac62a14.json,R2,low
ethereum,0xc795888ec03a4afda5edc716d78a40cd2a95c449,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc795888ec03a4afda5edc716d78a40cd2a95c449.json,R2,low
ethereum,0xc7c81d704e705f47a6c5ce33a82fb110883f4aec,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc7c81d704e705f47a6c5ce33a82fb110883f4aec.json,R2,low
ethereum,0xc8417a2a8527e9b983b95ee88aeda40a3d8db9b6,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc8417a2a8527e9b983b95ee88aeda40a3d8db9b6.json,R2,low
ethereum,0xc93234fd80c2f43f4f07eb3a900fb9a7fe3840db,R2,low,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc93234fd80c2f43f4f07eb3a900fb9a7fe3840db.json,R2,low
ethereum,0xc93e68b24d748c7cbb1df9168b20bb3b046b7e22,R2,low,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc93e68b24d748c7cbb1df9168b20bb3b046b7e22.json,R2,low
ethereum,0xc94e9ccdd0e6e4620ba59026fbadcb5169d2a1fd,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc94e9ccdd0e6e4620ba59026fbadcb5169d2a1fd.json,R1,low
ethereum,0xc99965fb12027683a76c6c7d595fe8bb9096e727,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc99965fb12027683a76c6c7d595fe8bb9096e727.json,B,medium
ethereum,0xc9a899b2b62a15a2a0888f072b342f892cf303d4,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xc9a899b2b62a15a2a0888f072b342f892cf303d4.json,R2,low
ethereum,0xca11bde05977b3631167028862be2a173976ca11,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xca11bde05977b3631167028862be2a173976ca11.json,B,medium
ethereum,0xcab81ad12752b8aa549b0613c72f6b22d8c4bbdb,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xcab81ad12752b8aa549b0613c72f6b22d8c4bbdb.json,R2,low
ethereum,0xcb4b2a314b87e7fbde3c1972e30912e6243e6dba,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xcb4b2a314b87e7fbde3c1972e30912e6243e6dba.json,R2,low
ethereum,0xcb9a7207e42210229800424149604f7993a2d1c0,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xcb9a7207e42210229800424149604f7993a2d1c0.json,B,medium
ethereum,0xcc0c946eecf01a4bc76bc333ea74ceb04756f17b,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xcc0c946eecf01a4bc76bc333ea74ceb04756f17b.json,B,high
ethereum,0xcc6fb2901c0b8ebfe3ed0ca5e61320a32bab1696,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xcc6fb2901c0b8ebfe3ed0ca5e61320a32bab1696.json,B,medium
ethereum,0xccaa860a7f3cf7e4152b009d7e52ba3ea4d25b03,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xccaa860a7f3cf7e4152b009d7e52ba3ea4d25b03.json,R2,low
ethereum,0xcd48338ce68cad33eaac0861a4b6051b2ed038fc,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xcd48338ce68cad33eaac0861a4b6051b2ed038fc.json,R2,low
ethereum,0xcda3577ca7ef65f6b7201e9bd80375f5628d15f7,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xcda3577ca7ef65f6b7201e9bd80375f5628d15f7.json,B,medium
ethereum,0xce19ee97e3985bae14dfd0ede79b7fb076b67100,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xce19ee97e3985bae14dfd0ede79b7fb076b67100.json,R2,low
ethereum,0xce2bd31094a8e8c6f5957793e9a7f3fe21c0b95f,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xce2bd31094a8e8c6f5957793e9a7f3fe21c0b95f.json,R2,low
ethereum,0xce6232e4507a85b6fdc3527eaa48305bd4efae0b,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xce6232e4507a85b6fdc3527eaa48305bd4efae0b.json,B,medium
ethereum,0xcf7cd3a8ba57834d31459a7b58aa77b9f328a790,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xcf7cd3a8ba57834d31459a7b58aa77b9f328a790.json,R2,low
ethereum,0xd00e628a486a7d48471e918623332de5b98e0103,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd00e628a486a7d48471e918623332de5b98e0103.json,B,medium
ethereum,0xd0308cbff52391143154a7c298643e8ee29364a1,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd0308cbff52391143154a7c298643e8ee29364a1.json,R2,low
ethereum,0xd0487978afdb0fac1537ddc2532bd85e3c37eded,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd0487978afdb0fac1537ddc2532bd85e3c37eded.json,R2,low
ethereum,0xd04c8f47280942e7b9af0861969ded92d43bd901,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd04c8f47280942e7b9af0861969ded92d43bd901.json,R2,low
ethereum,0xd07b57c3d9ac0f11f2132d9a87b740ce77941c55,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd07b57c3d9ac0f11f2132d9a87b740ce77941c55.json,R2,low
ethereum,0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6.json,R2,low
ethereum,0xd098d6e9263ad3736a5997ae39fd8177a741b84c,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd098d6e9263ad3736a5997ae39fd8177a741b84c.json,R2,low
ethereum,0xd0bc1e0ddd6af026838a0d32f82c7dfb39ca597e,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd0bc1e0ddd6af026838a0d32f82c7dfb39ca597e.json,B,medium
ethereum,0xd133878286c6aacd14be8c8b22ba4b2cddced698,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd133878286c6aacd14be8c8b22ba4b2cddced698.json,R2,low
ethereum,0xd13c21e49ee83efdb9ced465636a06599d73e6d4,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd13c21e49ee83efdb9ced465636a06599d73e6d4.json,R2,low
ethereum,0xd1501036f0a0d186e113d8121d9ae8a1a938e847,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd1501036f0a0d186e113d8121d9ae8a1a938e847.json,R2,low
ethereum,0xd15dc5d9b8c5fc16c9ad9d6b4515f9a9aa78c560,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd15dc5d9b8c5fc16c9ad9d6b4515f9a9aa78c560.json,B,medium
ethereum,0xd1945bda1c461f68e0157e14c4f97ee3a6444f22,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd1945bda1c461f68e0157e14c4f97ee3a6444f22.json,R2,low
ethereum,0xd1bc2349a57a0621deeb0a85e923991eb187a02d,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd1bc2349a57a0621deeb0a85e923991eb187a02d.json,R2,low
ethereum,0xd224b62ed5acc62fe4e57e92a25d18806d36d471,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd224b62ed5acc62fe4e57e92a25d18806d36d471.json,R2,low
ethereum,0xd25355f5909656a52b2a0eba485668a0f04670a7,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd25355f5909656a52b2a0eba485668a0f04670a7.json,B,medium
ethereum,0xd2a0d2983eefd8cc0f9e1021ff2d3535f5d073d7,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd2a0d2983eefd8cc0f9e1021ff2d3535f5d073d7.json,R2,low
ethereum,0xd2b71fcf23e5e99e0a7a4f52f276ef9b9adadc28,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd2b71fcf23e5e99e0a7a4f52f276ef9b9adadc28.json,B,medium
ethereum,0xd2c66eb938fe5847522891a247264eac90eea93e,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd2c66eb938fe5847522891a247264eac90eea93e.json,B,medium
ethereum,0xd2e28229f6f2c235e57de2ebc727025a1d0530fb,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd2e28229f6f2c235e57de2ebc727025a1d0530fb.json,B,high
ethereum,0xd32e49ee2ff16116855ab436efd789cc73ecbb84,R2,low,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd32e49ee2ff16116855ab436efd789cc73ecbb84.json,R2,low
ethereum,0xd35405b811ed9df42de0ef843eda1da8eb26edce,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd35405b811ed9df42de0ef843eda1da8eb26edce.json,B,medium
ethereum,0xd3fb03abb7817039c372bfad9af8c6874f611644,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd3fb03abb7817039c372bfad9af8c6874f611644.json,R2,low
ethereum,0xd54cb65224410f3ff97a8e72f363f224419f4fb0,R2,low,guard_dominated_sensitive_capability; unguarded_state_write_or_creation; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd54cb65224410f3ff97a8e72f363f224419f4fb0.json,R2,low
ethereum,0xd5df0570040b1873852313c2a773bbebc526c7a1,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd5df0570040b1873852313c2a773bbebc526c7a1.json,R2,low
ethereum,0xd5e58176b06a6a24cba242bbefc9ee1843efb35d,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd5e58176b06a6a24cba242bbefc9ee1843efb35d.json,R2,low
ethereum,0xd603deb91664bab7c7efabfce25a94f15b2ef4b7,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd603deb91664bab7c7efabfce25a94f15b2ef4b7.json,B,medium
ethereum,0xd68be7de1b2073e23bca041b40289e61a08ebb7e,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd68be7de1b2073e23bca041b40289e61a08ebb7e.json,R2,low
ethereum,0xd6acbe45fb0791bc1f8094bbe06c5dfe4a59774e,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd6acbe45fb0791bc1f8094bbe06c5dfe4a59774e.json,R2,low
ethereum,0xd6c3ea8b6d52c8b193aebb66fc2482b8408f98d7,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd6c3ea8b6d52c8b193aebb66fc2482b8408f98d7.json,R2,low
ethereum,0xd6cedde84be40893d153be9d467cd6ad37875b28,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd6cedde84be40893d153be9d467cd6ad37875b28.json,R2,medium
ethereum,0xd72bdc8db4b0a34d936b3e96b531a08937608162,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd72bdc8db4b0a34d936b3e96b531a08937608162.json,R2,low
ethereum,0xd72ebcf229c1946a21d2528c6654149cd9826322,R2,low,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd72ebcf229c1946a21d2528c6654149cd9826322.json,R2,low
ethereum,0xd75ba5e163fa5dd3b764f6d5c21210de3832a6ba,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd75ba5e163fa5dd3b764f6d5c21210de3832a6ba.json,R2,low
ethereum,0xd76d31865171f605874f198690229fd6ff408062,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd76d31865171f605874f198690229fd6ff408062.json,B,medium
ethereum,0xd7d20e03c9793bd1b63291eea0021c8cc096a915,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd7d20e03c9793bd1b63291eea0021c8cc096a915.json,R2,low
ethereum,0xd7db4e0e2fc5be413bd5419def06a3f8c940b9f4,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd7db4e0e2fc5be413bd5419def06a3f8c940b9f4.json,R2,low
ethereum,0xd83a74cb9e2d66dd9262b404ac300361df4c037a,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd83a74cb9e2d66dd9262b404ac300361df4c037a.json,R2,low
ethereum,0xd8dae1184f8c9282256f4e0045309cba90cc566b,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd8dae1184f8c9282256f4e0045309cba90cc566b.json,R2,low
ethereum,0xd8f4f0b0a9ac6615cf9f0ba24bda58ad59938ad5,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xd8f4f0b0a9ac6615cf9f0ba24bda58ad59938ad5.json,R2,low
ethereum,0xda1333d76a1b9883022513c089a0ca84043cf079,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xda1333d76a1b9883022513c089a0ca84043cf079.json,R2,medium
ethereum,0xda3294566b16b0ef00718206a77c9477d72fcbb8,R2,low,guard_dominated_sensitive_capability; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xda3294566b16b0ef00718206a77c9477d72fcbb8.json,R2,low
ethereum,0xda5e15e6f9eceaf4e7889d90c7a6358ded25c3e1,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xda5e15e6f9eceaf4e7889d90c7a6358ded25c3e1.json,R2,low
ethereum,0xdab6351800f3b48ebb518259950303dbffc2ad18,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xdab6351800f3b48ebb518259950303dbffc2ad18.json,R2,low
ethereum,0xdb3744ed921422688ebabf1d6a67076377d8ce93,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xdb3744ed921422688ebabf1d6a67076377d8ce93.json,B,high
ethereum,0xdb93613c70b323c9e7e8806928edcf620300489e,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xdb93613c70b323c9e7e8806928edcf620300489e.json,R2,low
ethereum,0xdb9ad9f8ae33d0908768bc44e988c382dbb08663,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xdb9ad9f8ae33d0908768bc44e988c382dbb08663.json,R2,low
ethereum,0xdbfce8c11a503c7845fa8f9fa6a6c23eb01da56a,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xdbfce8c11a503c7845fa8f9fa6a6c23eb01da56a.json,R2,low
ethereum,0xdc038ad359c054f9a0303acfe365d1b26db3237d,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xdc038ad359c054f9a0303acfe365d1b26db3237d.json,B,medium
ethereum,0xdc993bccf709d317c979aad4188f5a6fe93ed370,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xdc993bccf709d317c979aad4188f5a6fe93ed370.json,R2,low
ethereum,0xddb5a50a461a7e27e40a379bd9b91dc1f0df1e0b,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xddb5a50a461a7e27e40a379bd9b91dc1f0df1e0b.json,B,medium
ethereum,0xdde8d952c5893254b5f3cc55433672e76cdf8b9a,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xdde8d952c5893254b5f3cc55433672e76cdf8b9a.json,R2,low
ethereum,0xddfd1df74f389e7506c453066cb1477e4c536c26,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xddfd1df74f389e7506c453066cb1477e4c536c26.json,R2,low
ethereum,0xde8963c842a220e365f056817fb816e750a3f66e,R2,low,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xde8963c842a220e365f056817fb816e750a3f66e.json,R2,low
ethereum,0xdf504412dbead53f29c848facac0964569923f5e,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xdf504412dbead53f29c848facac0964569923f5e.json,R2,low
ethereum,0xdfcea22511c440b6d09ca9712c515261757dad2c,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xdfcea22511c440b6d09ca9712c515261757dad2c.json,R2,low
ethereum,0xe069ee175b554c63afe644ff91aa05ffc7b970b9,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe069ee175b554c63afe644ff91aa05ffc7b970b9.json,R2,low
ethereum,0xe0835eafb24753bb442445ee1db73448defbf57b,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe0835eafb24753bb442445ee1db73448defbf57b.json,R2,low
ethereum,0xe0ae36347de591a318ac22278d1d4f2f85f8b7d0,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe0ae36347de591a318ac22278d1d4f2f85f8b7d0.json,R2,low
ethereum,0xe0d901c8c4995d0804107fdc4361fbe81d500e86,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe0d901c8c4995d0804107fdc4361fbe81d500e86.json,R2,low
ethereum,0xe135b1b9cdbafa9d3cb56b10d20945db5a95963e,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe135b1b9cdbafa9d3cb56b10d20945db5a95963e.json,R2,low
ethereum,0xe1bafd378a454c5bd5e0a88a6f1e39664923aa2b,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe1bafd378a454c5bd5e0a88a6f1e39664923aa2b.json,B,medium
ethereum,0xe1bf00f57c01f7f5c9320754537951bb44d1aca6,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe1bf00f57c01f7f5c9320754537951bb44d1aca6.json,R2,low
ethereum,0xe1c90e9d0a93ea6d2c3f91b0ec9873b88bb73250,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe1c90e9d0a93ea6d2c3f91b0ec9873b88bb73250.json,R2,low
ethereum,0xe1cd82b4cc8ff8ca948b5d80a0b92915e3e5e701,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe1cd82b4cc8ff8ca948b5d80a0b92915e3e5e701.json,B,high
ethereum,0xe1e64568e26d60037702b6d93ff87c6d62890435,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe1e64568e26d60037702b6d93ff87c6d62890435.json,R2,medium
ethereum,0xe23d241796adb810fda75e8efcf70e053acba355,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0xe23d241796adb810fda75e8efcf70e053acba355.json,B,medium
